SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q0512,Q0406,Q0503,Q0504,Q0509,Q0511,Q051102,Q051901,Q051902,Q051903,Q051904,Q051905,Q051906,Q051907
98,2,41,12,1,1,4,4,1,2023,1, ,1600, , ,5, ,4,98,7,6,6, , , , , , , 
98,1,60,13,2,6,8,8,1,2024,4,1,1600,1,5,10, , , , ,10,10, , , , , , , 
2,1,50,1,2,5,7,4,1,2024,1, ,2500,1,7,7,7,4,7,8, ,8, , , , , , , 
4,1,57,4,2,6,10,5,1,2024,1, ,1300,1, ,10,10,4,97,10,10,10, , , , , , , 
98,1,53,15,1,1,5,5,1,2024,1, ,1300,1, ,10, , , , ,10,10, , , , , , , 
3,1,53,6,2,6,9,9,1,2023,4,1,1600,1, ,9,9,3,98,10,10,9, , , , , , , 
98,1,40,4,2,3,4,3,1,2024,1, ,3000,3, ,1,8,4,98,7,7,4, , , , , , , 
98,2,46,8,2,5,9,4,1,2024,4,1,1600,1,7,9,9, , , , ,9, , , , , , , 
1,1,46,8,1,6,5,2,1,2023,3, ,1600,1, ,8,10,4,1,10,10,10, , , , , , , 
5,1,43,10,1,1,9,9,1,2023,1, ,2000,1, ,5,6, , , ,7,7, , , , , , , 
5,1,52,10,2,5,99,99,1,2024,1, ,1600,1, ,7,6,98,97,10,10,8, , , , , , , 
98,1,45,6,2,5,11,10,1,2023,1, ,3000,3, ,10,10,4,1,10,10,9, , , , , , , 
98,1,44,12,1,1,1,1,1,2023,4,1,1600,1,5,9, ,9,6,10,9,9, , , , , , , 
98,1,53,12,2,6,7,5,1,2024,4,1,1600,1,6,9,9,2,6,9,9,9, , , , , , , 
98,1,31,17,2,2,7,3,1,2024,4,1,1600,1, ,5,6,4,98,6, ,6, , , , , , , 
98,2,45,1,2,5,2,1,1,2024,1, ,2000,3, ,5,4,12,3,5,5,5, , , , , , , 
4,2,41,1,2,4,10,3,1,2023,5, , , , ,9,8,2,6,9,9,9, , , , , , , 
98,1,54,1,2,5,5,4,1,2024,5, , , , ,5,8,12,1,8,8,5,1,1,2,2,2,1,2
5,1,41,8,2,4,6,6,1,2024,3, ,2000,1, ,8,9,4,6,10,10,10, , , , , , , 
5,1,47,8,2,3,10,5,1,2024,1, ,2000,1, ,8,8,2,2,8,8,8, , , , , , , 
98,1,47,1,2,5,9,5,1,2023,6, , ,1, ,5,6,4,98,5,4,6, , , , , , , 
1,1,40,2,1,1,4,4,1,2024,1, ,2500,1,5,10,8,4,1,9,10,9, , , , , , , 
4,2,32,1,2,4,4,98,1,2023,3, ,3000,3, ,6,7,8,98,7, ,6, , , , , , , 
1,1,52,8,2,5,5,4,1,2023,4,1,1600,1, ,8,8,2,4,8,8,8, , , , , , , 
2,1,53,10,2,6,11,8,1,2024,1, ,2000,3, ,10,10,4,97,10,10,10, , , , , , , 
98,1,44,17,2,5,11,6,1,2023,1, ,2500,1,5,7,6,4,98,8, ,6, , , , , , , 
98,1,67,1,2,7,3,2,1,2023,1, ,2000, , ,8,5, , , ,7,7, , , , , , , 
5,2,42,8,2,3,10,1,1,2023,4,1,2500,3, ,8,9,4,98,9, ,9, , , , , , , 
98,1,73,1,2,7,10,4,1,2024,2, ,2000,1,5,9,10,6,3,10,10,10, , , , , , , 
98,1,41,14,1,1,2,2,1,2024,1, ,1300,1, ,7,8,8,6,7,9,7, , , , , , , 
5,2,36,8,2,4,8,4,1,2024,1, ,1500,1, ,8,8, , , , ,8, , , , , , , 
98,1,49,1,2,6,5,5,1,2023,1, ,2000,1,5,7,7,4,4,8,7,7, , , , , , , 
98,2,39,13,2,5,6,3,1,2023,1, ,3600,2, ,9,10,2,6,10,10,9, , , , , , , 
98,1,58,3,2,6,5,3,1,2023,1, ,1300,1, ,8, , , , ,10,10, , , , , , , 
98,2,40,3,1,1,6,6,1,2023,1, ,1300,1, ,8,7,8,6,7,8,8, , , , , , , 
98,2,43,3,1,6,13,2,1,2023,1, ,1300,1, ,1, ,2,1,2,4,4, , , , , , , 
2,1,55,13,2,6,8,8,1,2023,3, ,2200,2, ,5,5,4,6,5,5,5, , , , , , , 
98,1,57,13,2,6,13,5,1,2023,5, , , , ,5,7, , , ,7,6, , , , , , , 
98,1,40,14,2,4,6,5,1,2023,1, ,3800,3,7,8,8,4,98,8,8,7, , , , , , , 
1,1,64,8,97,6,11,5,1,2024,2, ,2000,1,5,6,7, , , , ,6, , , , , , , 
98,1,47,8,2,3,9,5,1,2023,4,1,1600,1, ,6,6,4,7,6,5,6, , , , , , , 
98,2,28,8,1,6,99,98,1,2023,1, ,1300,1, ,3,6,4,6,5, ,2, , , , , , , 
98,1,45,8,2,5,5,5,1,2023,5, , , , ,7,8,4,6,8,8,5, , , , , , , 
98,1,43,8,2,2,3,3,1,2024,1, ,1300,1, ,7,9,98, , ,6,9, , , , , , , 
98,1,44,8,2,4,5,5,1,2024,1, ,1500,1, ,9,10,2,6,10, ,9, , , , , , , 
98,1,59,8,2,6,7,4,1,2024,1, ,3800,3,7,8,10, , , , ,8, , , , , , , 
98,2,34,14,1,1,99,99,1,2023,1, ,1300,1, ,8,8,4,98,7,8,7, , , , , , , 
98,2,57,3,2,6,11,10,1,2023,2, ,2000, , ,10,10,6,98,10,10,10, , , , , , , 
98,2,49,4,2,5,7,3,1,2024,1, ,1300,1, ,9,9,3,98,9,9,9, , , , , , , 
98,1,40,17,2,4,5,4,1,2023,1, ,2000,1,5,6,10,4,98,10,10,10, , , , , , , 
98,1,56,7,2,2,6,4,1,2024,2, ,2000,1,5,5,5,4,98,5, ,5, , , , , , , 
98,1,39,1,2,4,6,4,1,2023,1, ,1300,1, ,10,10,4,7,10, ,10, , , , , , , 
3,1,52,8,2,5,4,4,1,2024,5, , , , ,8,8,8,98,8,8,8, , , , , , , 
98,2,66,8,97,1,99,99,1,2024,1, ,1300,1, ,7, , , , ,8,7, , , , , , , 
98,1,43,15,97,5,6,4,1,2024,1, ,1300,1, ,9, ,3,98,10,9,9, , , , , , , 
98,1,40,8,1,6,7,3,1,2023,1, ,1300,1, ,7,9,98,3,9,9,9, , , , , , , 
2,1,52,1,2,3,11,10,1,2024,1, ,2500,1,6,9, ,3,98,10, ,8, , , , , , , 
98,1,24,8,1,1,2,2,1,2023,4,1,1600,1, ,8, ,12,6,7, ,8, , , , , , , 
5,1,44,8,2,5,6,3,1,2024,1, ,1500,1, ,8,10,8,98,10,10,6, , , , , , , 
2,1,61,4,97,1,3,3,1,2024,1, ,1300,1, ,6,7,12,4,9,8,6, , , , , , , 
98,1,52,12,2,6,7,4,1,2023,5, , , , ,8, ,10,6,8, ,7, , , , , , , 
98,1,58,8,2,6,11,10,1,2023,1, ,2200,1,7,6, , , , , ,6, , , , , , , 
98,1,32,8,2,3,5,3,1,2023,1, ,3600,2, ,7,7,4,1,7,7,5, , , , , , , 
98,2,55,8,97,6,2,2,1,2023,1, ,1500,1, ,8,8,3,7,9, ,9, , , , , , , 
2,2,36,4,1,1,99,99,1,2024,1, ,1300,1, ,1,1, , , ,1,1, , , , , , , 
98,1,65,15, , , , ,1,2024,2, ,2000,1,5,9, ,1,97,9,9,9, , , , , , , 
2,1,64,12,2,6,6,4,1,2024,1, ,1500,3, ,9, ,2,6,9,10,10, , , , , , , 
5,2,31,8,2,4,7,4,1,2023,2, ,2000,1,5,10,10,4,1,10,10,10, , , , , , , 
1,1,47,4,2,3,6,4,1,2024,4,1,1600,1, ,8,9,6,98,8,10,8, , , , , , , 
5,1,31,1,1,6,11,2,1,2023,1, ,1300,1, ,9,9,4,1,9,9,9, , , , , , , 
98,2,34,9,1,1,2,2,1,2023,1, ,1500,1, ,8,8,4,6,8,8,7, , , , , , , 
5,2,55,2, , , , ,1,2024,1, ,1500,1, ,5,4,4,1,5,5,2, , , , , , , 
98,2,51,12,97,1,4,4,1,2023,1, ,1300, , ,6,7,4,2,7,8,4, , , , , , , 
98,2,49,2,1,1,4,4,1,2023,1, ,1300,1, ,9,9, , , ,9,8, , , , , , , 
4,2,35,15,2,4,8,3,1,2023,1, ,1500,1, ,7,8,4,7,9,9,8, , , , , , , 
98,1,38,8,2,4,4,3,1,2023,1, ,1500,1, ,8,8, , , ,8,9, , , , , , , 
98,1,33,10,1,1,7,7,1,2023,1, ,1300,1, ,10,10,4,98,10,10,10, , , , , , , 
5,1,53,11, , , , ,1,2023,1, ,3600,2, ,7,7,4,98,7,7,7, , , , , , , 
98,1,40,14,2,5,12,10,1,2023,3, ,2200,2,5,6,5,4,6,6,6,5, , , , , , , 
98,1,42,8,2,4,5,3,1,2024,1, ,1000,1, ,10, , , , ,9,7,1,1,1,1,1,1,1
98,1,46,15,2,3,5,3,1,2024,1, ,1300,1, ,5,5,4,98,5,3,4, , , , , , , 
98,2,50,6,2,5,8,2,1,2023,1, ,1300,1, ,3,5, , , ,3,3, , , , , , , 
98,1,59,8,97,6,6,3,1,2023,2, ,2000, , ,9,8,4,6,9, ,8, , , , , , , 
5,1,26,8,2,4,3,3,1,2023,2, ,2000,1,5,8,8,4,98,8,5,7, , , , , , , 
3,2,54,9,2,6,7,3,1,2024,1, ,1300,1, ,7,7,4,6,7,7,7, , , , , , , 
98,2,31,8,2,2,10,5,1,2024,1, ,1200,3, ,8,10,98,7,10,9,8, , , , , , , 
98,1,22,8,1,6,10,2,1,2023,1, ,1500,1, ,8,8,11,98,10, ,8, , , , , , , 
98,1,27,8,1,1,1,1,1,2023,1, ,1300,1, ,10, , , , , ,10, , , , , , , 
98,1,29,2,2,4,4,4,1,2023,1, ,1500,1, ,10,9,8,7,10,10,10, , , , , , , 
1,1,36,8,1,1,4,4,1,2023,1, ,1500,1, ,9,9,6,4,10,10,10, , , , , , , 
98,2,71,3,97,1,5,5,1,2024,4,1,1600,1, ,10,10,2,3,10,10,10, , , , , , , 
4,1,45,14,1,1,4,4,1,2023,1, ,1600,1, ,4,7,2,98,4, ,4, , , , , , , 
98,2,24,2,1,1,3,3,1,2023,1, ,1300,1, ,6,7,4,98,8, ,4, , , , , , , 
4,1,53,8,2,6,5,5,1,2024,1, ,1300,1, ,7,6,3,6,9,8,9, , , , , , , 
98,1,62,4, , , , ,1,2023,5, , , , ,9,9,4,3,9,9,9, , , , , , , 
98,1,44,1,2,4,99,7,1,2023,1, ,3500,1,9,1,1,11,1,1,6,4, , , , , , , 
98,1,64,13,2,7,3,3,1,2023,1, ,3600,3, ,1,6,3,98,5,5,1, , , , , , , 
98,1,50,11,2,5,3,3,1,2023,2, ,2000,1,5,10,10,8,1,10,10,10, , , , , , , 
98,1,53,4,2,6,6,4,1,2024,1, ,1000, ,5,6,6,4,3,6,6,6, , , , , , , 
98,1,58,6,2,6,8,4,1,2023,1, ,1300,1, ,9,8, , , ,10,9, , , , , , , 
98,1,48,1,2,5,3,2,1,2024,1, ,1300,1, ,9,9,4,6,9,10,9, , , , , , , 
4,1,70,1,2,7,5,5,1,2024,1, ,1300,1, ,9,9,12,6,9,9,9, , , , , , , 
98,1,33,15,1,1,3,3,1,2023,1, ,1300,1, ,6,7,3,98,7,7,6, , , , , , , 
98,1,41,16,2,4,5,3,1,2024,5, , , , ,10,10,1,6,10,10,10, , , , , , , 
1,2,34,6, , , , ,1,2023,1, ,1300,1, ,8,9,4,1,8, ,8, , , , , , , 
98,1,30,4,2,4,3,3,1,2023,1, ,1300,1, ,6,7,4,97,6, ,6, , , , , , , 
98,2,36,2,1,1,6,6,1,2024,5, , , , ,7,6,4,7,8,9,10, , , , , , , 
5,1,35,4,1,6,9,4,1,2023,5, , , , ,4,5,4,5,4,4,1, , , , , , , 
1,1,52,8, , , , ,1,2023,1, ,3500,1,9,6, ,4,3,7,3,2, , , , , , , 
4,1,45,12,2,5,3,3,1,2023,1, ,1300,1, ,6,5,11,3,7, ,6, , , , , , , 
98,1,63,8,2,6,6,3,1,2024,4,1,1600,1, ,9,9,4,4,10, ,9, , , , , , , 
98,1,29,8,1,1,9,9,1,2024,2, ,2000,1,5,10,10,4,98,10,10,10, , , , , , , 
98,1,50,4,1,1,8,8,1,2024,1, ,1500,1, ,6,6,4,1,10,10,10, , , , , , , 
98,1,29,1,1,1,3,3,1,2024,1, ,1200,1, ,9,9,8,1,9,9,9, , , , , , , 
98,1,57,4,2,5,10,5,1,2023,1, ,1600,1, ,9,9,4,6,10, ,8, , , , , , , 
98,1,64,11,2,7,12,10,1,2023,3, ,2200,2,5,10, , , , ,10,10, , , , , , , 
98,1,62,8, , , , ,1,2023,1, ,1300, , ,8,8, , , ,8,8, , , , , , , 
98,1,33,5,1,1,3,3,1,2023,1, ,1300,1, ,4,4,4,7,6, ,6, , , , , , , 
98,1,59,4,97,1,8,8,1,2023,1, ,1500,3, ,7,8,3,6,9, ,7, , , , , , , 
98,2,47,8,2,7,3,3,1,2024,1, ,1500,1, ,10, ,98,3,10,10,10, , , , , , , 
98,2,39,6,2,5,8,4,1,2023,1, ,1300,1, ,5,6,4,1,6,6,6, , , , , , , 
5,2,56,14,2,7,7,98,1,2023,2, ,2000,1,5,8,8,2,3,8,8,8, , , , , , , 
98,2,51,6,97,6,3,3,1,2024,1, ,1600,1, ,8,7,98,7,10,8,8, , , , , , , 
98,1,52,17,2,5,3,3,1,2023,1, ,1300,1, ,10,10,2,98,10,10,10, , , , , , , 
5,1,53,11,2,3,6,3,1,2023,1, ,3600,3, ,8,9,1,98,9, ,9, , , , , , , 
98,1,48,8,1,1,7,7,1,2023,1, ,1500,1, ,8,8,4,3,9,9,8, , , , , , , 
98,2,63,10,2,6,7,3,1,2024,1, ,1600,1, ,7,7,4,2,7,7,7, , , , , , , 
5,1,25,1,1,6,5,3,1,2023,1, ,1600,1, ,4,7,4,98,5,3,2, , , , , , , 
98,1,41,15,2,4,11,11,1,2023,1, ,3600,3, ,7,4,12,98,8, ,7, , , , , , , 
98,1,49,1,1,1,5,5,1,2024,1, ,1300,1, ,9,9,12,98,9, ,9, , , , , , , 
98,1,40,14,2,4,6,4,1,2024,1, ,1300,1, ,10,10,4,6,10, ,10, , , , , , , 
98,2,22,8,1,1,4,4,1,2024,1, ,1300,1, ,7, ,3,1,4,6,6, , , , , , , 
5,2,36,1,1,1,10,10,1,2023,1, ,1300,1, ,9,9,4,6,9,9,6, , , , , , , 
98,1,51,11,2,6,3,98,1,2024,2, ,2000, , ,6,8,4,98,9,7,5, , , , , , , 
98,1,42,13,2,5,7,5,1,2024,1, ,3600,3, ,8,9,2,98,9, ,7, , , , , , , 
98,1,62,3,2,7,5,4,1,2023,2, ,2000,1,5,8, ,2,2,9,8,8, , , , , , , 
98,2,30,1,1,6,7,3,1,2024,1, ,1300,1, ,8,8,8,4,9,10,9, , , , , , , 
98,1,61,11,2,6,6,3,1,2023,1, ,1600,1, ,5,5,8,5,4,4,4, , , , , , , 
98,2,38,5,2,5,6,3,1,2024,1, ,1300,1, ,7, ,3,6,7,6,6, , , , , , , 
98,2,35,8,97,4,5,5,1,2023,1, ,1300,1, ,5,5,3,98,5, ,5, , , , , , , 
98,2,45,11,2,5,6,2,1,2024,1, ,1300,1, ,8,8,4,7,10,10,8, , , , , , , 
98,1,63,1,2,7,11,5,1,2024,1, ,1300,1, ,5, , , , ,7,7, , , , , , , 
2,1,43,8,2,5,5,5,1,2024,2, ,2000,1,5,8,9,8,4,9,9,4, , , , , , , 
3,1,57,8, , , , ,1,2024,1, ,1300,1, ,9,9, , , ,9,8, , , , , , , 
98,1,53,13, , , , ,1,2023,4,1,1600,1, ,7,6,5,4,6,6,6, , , , , , , 
98,2,54,2,2,6,4,3,1,2023,1, ,1300,1, ,7,7,8,98,7, ,7, , , , , , , 
1,1,38,8,2,4,7,7,1,2023,5, , , ,7,10,10,4,4,10,10,10, , , , , , , 
98,1,48,11,2,5,10,10,1,2024,5, , , ,6,10,10,2,3,10, ,10, , , , , , , 
3,1,44,8,2,5,6,5,1,2023,5, , , , ,6, ,6,6,5,6,5, , , , , , , 
1,1,45,8,2,5,3,3,1,2024,5, , , ,5,10, ,2,98,10,10,10, , , , , , , 
98,1,34,1,2,4,8,5,1,2023,5, , , ,6,7,7,8,3,8,9,8, , , , , , , 
98,1,67,1,97,1,13,13,1,2023,5, , , , ,5,6,4,98,6,6,6, , , , , , , 
3,1,44,11, , , , ,1,2023,5, , , , ,9,9, , , ,8,9, , , , , , , 
5,1,51,4,2,5,11,10,1,2023,4,1,1600,3, ,10,10,2,6,10,10,10, , , , , , , 
98,1,47,1,2,5,13,13,1,2024,1, ,2500,3,7,5,9,3,2,5, ,5, , , , , , , 
4,1,42,4,2,4,5,5,1,2023,5, , , , ,9,9,10,6,9,9,9, , , , , , , 
2,1,47,8, , , , ,1,2023,5, , , ,7,8,8,1,1,9,8,9, , , , , , , 
98,1,50,8,2,5,7,4,1,2024,5, , , ,7,7,8, , , , ,8, , , , , , , 
2,1,43,8,2,5,10,5,1,2024,5, , , , ,9,10,4,7,10,10,10, , , , , , , 
98,2,51,15,97,5,5,4,1,2024,5, , , , ,10,9,1,6,10, ,10, , , , , , , 
5,1,41,16,2,5,8,5,1,2024,5, , , , ,7,6,2,98,9,8,8, , , , , , , 
98,1,53,8, , , , ,1,2023,5, , , , ,9,9,1,7,9,9,8, , , , , , , 
3,1,53,8,2,6,7,5,1,2023,1, ,1000, ,2,7,7, , , ,8,4, , , , , , , 
98,1,43,8,2,4,6,5,1,2023,5, , , , ,7,8,4,98,7, ,6, , , , , , , 
4,1,47,10,2,5,9,4,1,2024,1, ,1300,1, ,10,10,4,98,10, ,10, , , , , , , 
98,1,59,13,2,6,6,4,1,2023,1, ,1600,1, ,5, , , , ,5,5, , , , , , , 
98,2,36,8,2,3,5,3,1,2023,5, , , , ,8, ,10,98,7,7,7, , , , , , , 
1,1,42,15,2,4,8,5,1,2023,5, , , , ,10,10, , , ,10,10, , , , , , , 
98,2,62,8,2,7,5,4,1,2023,2, ,1500,3, ,6,8,8,6,9,9,7, , , , , , , 
3,1,35,8,2,4,6,4,1,2024,5, , , ,6,6,7,2,6,10,7,1, , , , , , , 
4,1,50,8,97,6,5,5,1,2024,5, , , , ,10,10,4,6,10,10,10, , , , , , , 
98,1,49,8, , , , ,1,2023,5, , , ,7,8,8,4,6,8, ,5, , , , , , , 
98,2,62,8,2,6,5,5,1,2023,1, ,1300,1, ,8,8,1,3,8, ,8, , , , , , , 
98,2,30,11,1,6,12,3,1,2024,5, , , , ,8,8,3,6,8,9,8, , , , , , , 
98,1,51,8,2,5,11,8,1,2024,1, ,2500,1,5,10, ,1,7,10, ,10, , , , , , , 
98,1,42,8,2,4,5,3,1,2024,1, ,1300,1, ,7,9,4,6,10, ,8, , , , , , , 
5,1,69,6,2,7,3,1,1,2023,1, ,1300,1, ,9,9,2,4,10,9,9, , , , , , , 
5,2,39,14,2,4,6,3,1,2024,5, , , ,5,8, ,3,97,9, ,9, , , , , , , 
98,1,49,15,2,6,99,7,1,2024,1, ,1300,1, ,10,9,98,97,10,10,10, , , , , , , 
98,2,61,8,2,6,8,5,1,2024,2, ,2000, , ,10, ,1,3,10,10,10, , , , , , , 
98,2,52,1,97,6,5,3,1,2023,1, ,1500,1, ,7,8,4,98,9,8,8, , , , , , , 
98,1,52,10, , , , ,1,2023,1, ,1500,1, ,9,8,4,7,9,8,8, , , , , , , 
4,1,62,5,2,6,4,4,1,2024,1, ,1300,1, ,1,1, , , , ,1, , , , , , , 
5,2,42,2,2,5,8,3,1,2024,1, ,1600, , ,9, ,2,6,10,10,10, , , , , , , 
98,1,49,6,2,5,6,6,1,2023,1, ,1300,1, ,5, ,4,98,6,6,4, , , , , , , 
4,1,46,3,1,1,3,3,1,2023,1, ,1300,1, ,5,10, , , , ,5, , , , , , , 
98,1,35,15,2,2,10,7,1,2024,5, , , , ,1,5,3,97,2,6,1, , , , , , , 
98,1,57,8,2,6,5,3,1,2024,3, ,2200,1, ,6,7,4,6,7,6,4, , , , , , , 
98,1,28,1,1,6,4,2,1,2023,5, , , ,5,1, ,3,7,1,5,1, , , , , , , 
98,1,52,8,97,5,3,3,1,2024,2, ,2000,1,5,5,7,4,6,6,5,4, , , , , , , 
98,2,58,10,2,6,11,3,1,2023,2, ,2000,1,5,8,8,2,3,10,10,10, , , , , , , 
98,1,48,8,2,5,5,5,1,2024,3, ,2200,1,9,8,9,4,6,9, ,9, , , , , , , 
98,1,24,8,1,1,1,1,1,2024,1, ,1300,1, ,10,9,3,6,10,10,8, , , , , , , 
98,2,50,4,97,1,7,7,1,2023,1, ,1300,1, ,7,7,3,97,7,7,7, , , , , , , 
5,1,31,1,2,2,7,3,1,2024,4,1,1600,1, ,7, ,3,98,7,9,7, , , , , , , 
98,1,34,8,2,4,7,5,1,2023,5, , , , ,10,10,4,6,10, ,9, , , , , , , 
5,1,45,8,2,5,11,11,1,2023,1, ,3500,3, ,6, ,9,98,7,8,4, , , , , , , 
5,1,52,4,2,5,5,5,1,2023,3, ,2200,2, ,5, , , , ,9,3, , , , , , , 
98,2,53,15,2,6,8,3,1,2023,1, ,1300,1, ,8,9,4,4,10,10,9, , , , , , , 
98,1,41,8,2,4,9,9,1,2024,4,1,1600,1,7,5,6,11,98,5, ,4, , , , , , , 
98,1,27,13,2,4,6,3,1,2024,2, ,2000,1,5,9,8,4,98,7,8,8, , , , , , , 
98,1,56,10,97,1,5,5,1,2024,5, , , , ,10,10,4,6,10,10,10, , , , , , , 
98,1,41,16,2,4,4,4,1,2024,2, ,2000,1,5,7, ,98,1,10,10,10, , , , , , , 
98,1,45,8,1,1,4,4,1,2023,1, ,1300,1, ,8,8,8,6,8,8,9, , , , , , , 
4,1,45,11,2,4,4,4,1,2023,1, ,3800,1,7,8,9,4,6,8,8,8, , , , , , , 
2,1,70,1,2,7,10,10,1,2024,1, ,2500,1, ,8,10,4,3,10,6,10, , , , , , , 
98,1,47,6,2,5,6,3,1,2024,5, , , , ,7,8,3,98,7,8,4, , , , , , , 
5,1,55,14,97,1,5,5,1,2024,4,1,1600,1, ,9,10,4,2,9,9,9, , , , , , , 
98,1,47,8,2,4,5,5,1,2024,1, ,3500,1, ,7,9,12,98,10,8,9,1,1,1,1,2,1,1
4,1,49,9, , , , ,1,2024,1, ,3600,3, ,9,9,2,97,10,10,9, , , , , , , 
2,1,63,2, , , , ,1,2023,1, ,1500,1, ,9,9,4,7,10,9,9, , , , , , , 
98,1,63,8,2,7,3,2,1,2024,1, ,1300,1, ,9,9,4,6,9,10,9, , , , , , , 
1,1,31,8,2,3,5,2,1,2024,1, ,1300,1, ,9,10,7,4,10, ,10,2,2,2,2,2,2,2
98,1,46,8,1,1,3,3,1,2023,1, ,1600,1, ,10,9,9,4,9,9,9, , , , , , , 
98,2,32,10,1,6,11,3,1,2024,4,1,1600,1, ,7,6,11,4,7, ,6, , , , , , , 
98,1,62,8, , , , ,1,2023,5, , , , ,6,5,8,6,5,4,2, , , , , , , 
98,1,45,1,97,1,5,5,1,2023,1, ,1500,1, ,10,10, , , ,10,10, , , , , , , 
98,2,69,17,2,7,3,2,1,2023,1, ,1500,1, ,9, ,10,98,8,8,8, , , , , , , 
3,2,64,15,2,6,10,6,1,2023,2, ,2000,1,5,7,9,6,1,9,9,5, , , , , , , 
5,1,59,3,2,3,3,2,1,2024,1, ,2000,1, ,9, ,2,98,9,9,9, , , , , , , 
98,2,63,1,2,7,11,6,1,2023,1, ,2000,3, ,8,9,4,7,7,9,7, , , , , , , 
98,1,55,16,2,5,9,7,1,2024,4,1,1600,3,7,10,8,1,2,9,8,9, , , , , , , 
98,1,57,7,2,6,11,10,1,2024,4,1,1600,1, ,8,7,5,4,9,7,8,1,1,1,1,1,1,1
98,1,40,1,2,4,11,8,1,2024,1, ,2000,3, ,7,8,4,4,7,9,6, , , , , , , 
98,1,31,2,2,2,6,3,1,2023,3, ,2000,1, ,5,8,9,3,8,8,7, , , , , , , 
98,2,30,2,1,6,7,3,1,2023,4,1,1600,1, ,3,4,4,4,5,5,3, , , , , , , 
98,1,43,11,1,1,4,4,1,2023,3, ,3000,3, ,7,7,3,98,5,7,6, , , , , , , 
98,1,54,8,2,5,11,11,1,2024,3, ,2200,1,9,10,10,3,6,10,10,10, , , , , , , 
98,1,46,3,2,5,8,8,1,2024,3, ,2000,1, ,8,10,9,98,10,10,10,1,1,1,1,1,1,1
98,1,26,12,1,6,8,3,1,2023,5, , , , ,8,8,3,7,8, ,7,1,1,1,1,1,1,1
98,1,59,1,97,1,7,7,1,2024,3, ,1600,1, ,7,6,4,1,7,7,7, , , , , , , 
1,1,50,8,97,5,5,5,1,2024,1, ,1600, , ,8, , , , ,7,7, , , , , , , 
1,1,56,2,2,6,7,5,1,2024,1, ,1600,1, ,7,7,4,6,7,7,7, , , , , , , 
2,1,40,8,2,4,6,5,1,2024,1, ,3500,1,7,7,7,4,6,8, ,6, , , , , , , 
98,1,48,5,2,5,6,5,1,2024,5, , , ,5,1,1,4,98,1,5,1, , , , , , , 
5,1,63,11,2,7,4,4,1,2023,1, ,1000, ,2,9,9,4,6,9,9,9, , , , , , , 
98,1,41,17,2,4,6,3,1,2024,4,1,2000, , ,7,7,4,6,7,8,4, , , , , , , 
98,1,35,15,1,1,4,4,1,2023,5, , , , ,10,9,4,6,10,10,10, , , , , , , 
98,1,60,15,2,6,1,1,1,2024,1, ,1600,1, ,9,8,1,3,9,8,9, , , , , , , 
98,1,45,6, , , , ,1,2023,1, ,1300,1, ,6,6,10,5,6,6,6, , , , , , , 
4,1,45,8,2,5,3,3,1,2023,1, ,3500,1, ,9, ,7,4,9,9,9, , , , , , , 
98,2,41,10,1,1,4,4,1,2023,1, ,1300,1, ,3,6,98,98,4, ,6, , , , , , , 
98,1,41,8,2,4,12,11,1,2024,1, ,3000,2, ,9,9,11,1,10,10,9, , , , , , , 
5,2,50,1,2,5,8,4,1,2024,1, ,1500,1, ,9,9,3,98,10,9,6, , , , , , , 
4,1,45,8,2,4,13,11,1,2024,4,1,1600,1, ,10,10,4,5,10,10,10, , , , , , , 
5,1,63,1, , , , ,1,2023,5, , , ,7,8,9,2,6,9,9,7, , , , , , , 
5,1,38,8,2,4,8,4,1,2024,1, ,2000,3, ,8,6,4,1,8,8,8, , , , , , , 
98,1,46,3,2,5,5,4,1,2024,4,1,1600,1,7,9, ,3,1,10,9,9, , , , , , , 
5,1,56,13, , , , ,1,2023,3, ,3800,1,8,7,8,2,3,7, ,7, , , , , , , 
5,1,49,8, , , , ,1,2024,1, ,2000,1, ,7,8, , , ,8,6, , , , , , , 
4,1,48,3,2,5,8,8,1,2024,4,1,2500,1, ,8,8,4,3,8,8,8, , , , , , , 
3,1,41,11,2,4,13,13,1,2024,4,1,1600,1,9,7,8,4,6,6,7,5, , , , , , , 
98,1,54,6,2,6,12,9,1,2024,3, ,2000,3, ,10,10,2,7,10,10,10, , , , , , , 
98,1,43,8,1,1,4,4,1,2024,1, ,3500,3, ,6, , , , ,6,6, , , , , , , 
98,1,57,8,2,6,12,12,1,2024,4,1,3500,3, ,9,8,2,7,8,8,8, , , , , , , 
98,1,40,15,1,1,4,4,1,2024,5, , , , ,8, , , , , ,9,1,2,2,2,2,2,2
98,1,56,12,2,6,7,5,1,2023,3, ,2000,1, ,10,10,4,4,10,10,10, , , , , , , 
5,1,35,13,2,2,7,4,1,2023,1, ,2000,3, ,10,10,10,98,10,10,10, , , , , , , 
1,1,71,1,2,6,10,6,1,2024,1, ,2500,1, ,6,7,3,6,8, ,5, , , , , , , 
98,2,28,2,97,1,10,10,1,2024,1, ,3000,3, ,8,8,8,6,8,8,9, , , , , , , 
98,2,44,4, , , , ,1,2023,1, ,2000,1, ,9,8,4,4,9,8,8, , , , , , , 
