SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q1903,Q1907,Q190701,Q19070301,Q19070302,Q19070303
4,2,38,13,2,2,5,3,2,2019,1, ,2000, , ,7,1, , , , 
2,2,61,1,1,1,4,4,2,2013,1, ,2000, , ,25,1, , , , 
3,2,40,11,1,6,5,2,1,2020,1, ,1600,1, ,29,4,2, , , 
4,2,51,2,2,5,2,2,1,2019,1, ,1600,1, , ,1, , , , 
2,2,44,1,1,1,6,6,1,2021,4,1,1600,1,7,13,4,2, , , 
2,2,39,8,1,7,2,2,2,2020,3, ,1500,2, ,2,3, , , , 
2,1,41,17,2,5,7,5,1,2022,3, ,2200,1,7,8,1, , , , 
2,1,36,6,2,4,6,3,1,2023,4,1,1600,1, ,8,5, ,2,19,11
4,1,61,8,2,7,12,4,1,2021,1, ,2000, , ,8,4,2, , , 
2,1,47,8,2,3,9,7,1,2017,1, ,2400,3, ,13,5, ,7,15,9
4,1,65,1,2,7,4,4,2,2018,1, ,1600, , , ,4,2, , , 
3,2,38,4,1,1,5,5, , , , , , , ,13,1, , , , 
4,1,47,1,1,1,8,8,1,2023,1, ,4000,2, ,6,1, , , , 
3,2,44,4,2,5,8,5,2,2021,3, ,3300,1,7, ,5, ,19,3,4
4,2,67,5,2,7,6,2,1,2014,3, ,2200,1,5,20,1, , , , 
2,2,50,2,2,7,6,99,1,2021,1, ,2400,1, ,26,1, , , , 
4,1,61,5,2,6,7,5,1,2019,2, ,2000, , ,20,2, , , , 
4,1,58,8,2,5,6,4,1,2017,3, ,2200,2,5,21,6, , , , 
3,1,61,12,1,1,1,1,2,2013,1, ,2000, , ,24,4,2, , , 
4,2,33,8,2,4,7,3,2,2020,1, ,1000, ,5,9,1, , , , 
4,1,48,7,2,5,10,5,1,2014,1, ,2000,1, ,13,5, ,8,5,18
2,1,64,15,2,6,3,3,1,2015,3, ,2200,1,9,1,4,1, , , 
1,1,26,1,1,6,1,1,1,2022,1, ,2000, , ,21,4,2, , , 
4,2,55,1,2,5,8,98,1,2013,1, ,2400,1, ,1,1, , , , 
4,1,52,8,1,6,6,4,1,2019,1, ,2000,1, ,9,1, , , , 
4,2,23,15,1,6,7,1,1,2022,1, ,1600, , ,16,4,2, , , 
1,1,54,14,2,5,99,99,1,2013,3, ,2000,1,7,97,4,1, , , 
4,2,37,1,2,5,8,4,1,2019,3, ,2000,1, ,1,1, , , , 
2,1,39,1,1,1,4,4,1,2016,1, ,1000, ,5,6,1, , , , 
4,2,29,1,1,6,10,2,1,2022,1, ,3800,3,8,7,1, , , , 
4,1,39,1,1,1,4,4,1,2016,1, ,2500,2, ,7,4,2, , , 
4,2,61,13,2,7,3,1,1,2021,3, ,2000,1,5,24,3, , , , 
4,2,54,14,2,6,8,4,1,2020,1, ,2000,1, , ,4,1, , , 
3,1,66,3,2,2,6,3,2,2017,1, ,2700,1, ,13,1, , , , 
2,2,41,15,2,4,3,3,1,2013,3, ,2000,2,5,9,1, , , , 
4,2,35,16,2,2,3,1,2,2021,3, ,2200,2,7,26,4,2, , , 
3,1,60,8,2,6,8,5,1,2018,1, ,2500,1, ,13,4,2, , , 
4,1,45,8,1,1,5,5,1,2020,3, ,2000,1, ,13,1, , , , 
1,1,53,11,2,6,10,5,1,2022,6, , ,1, ,20,4,2, , , 
4,1,61,8,2,7,4,4,1,2022,1, ,1500,1, ,19,4,2, , , 
1,2,60,15,2,7,7,7,1,2013,1, ,1600, , ,13,1, , , , 
1,1,42,14,1,1,1,1, , , , , , , , ,1, , , , 
4,2,33,1,1,1,3,3,1,2021,1, ,1000, ,5,25,1, , , , 
2,2,66,8,2,7,3,1,1,2013,1, ,1600, , ,17,1, , , , 
4,1,58,1,2,6,11,11,1,2015,4,1,2000, , ,7,4,2, , , 
3,1,50,8,2,2,10,10,1,2019,1, ,2400,1, ,13,1, , , , 
1,2,56,5,2,6,8,3,1,2013,2, ,2000, , ,7,1, , , , 
2,1,50,8,2,5,6,4,1,2014,3, ,2000,1,7,30,4,2, , , 
4,1,47,1,2,5,6,6,1,2019,4,1,3500,1, ,6,1, , , , 
2,1,69,1,2,6,7,4,1,2016,1, ,2000, , ,7,1, , , , 
3,2,39,2,2,5,6,1,2,2022,1, ,2000,1, ,30,1, , , , 
3,2,33,10,2,2,4,2,1,2021,1, ,1600,1, , ,1, , , , 
1,2,58,8,2,6,99,2,1,2022,4,1,1600,1, ,17,4,2, , , 
4,1,43,8,1,7,2,2,2,2021,3, ,2000,2,7, ,6, , , , 
4,1,65,4,2,6,10,6,1,2013,3, ,3000,1,7,20,4,1, , , 
2,1,56,14,2,6,10,10,1,2015,3, ,2000,1, ,22,3, , , , 
3,1,52,8,2,5,5,3,1,2013,3, ,2000,1, ,21,4,2, , , 
2,1,53,3,1,1,3,3, , , , , , , ,14,4,2, , , 
2,1,67,8,2,7,8,6,1,2014,3, ,2000,2,5,26,4,1, , , 
3,2,67,10,2,6,3,1,1,2018,1, ,2000, , ,5,1, , , , 
2,1,60,4,2,7,6,3,1,2021,1, ,1600,1, ,29,1, , , , 
1,2,56,2,2,6,7,5,1,2020,2, ,3000,1, ,29,2, , , , 
3,1,46,15,2,5,11,6,1,2014,1, ,3000,1, ,25,5, ,10,15,8
1,1,48,8,2,5,8,8,1,2013,1, ,1600, , ,25,4,2, , , 
3,2,33,7,2,4,5,2,2,2014,1, ,1600, , ,1,1, , , , 
4,1,64,2,2,6,2,2,1,2023,1, ,2500,3, ,19,1, , , , 
4,2,48,14,2,5,4,2, , , , , , , ,1,4,2, , , 
2,1,65,1,2,6,11,6,1,2015,1, ,1600, , ,30,1, , , , 
3,1,44,2,2,5,4,4,1,2020,3, ,2000,1,7,26,4,2, , , 
4,1,40,12,2,5,4,4,1,2018,1, ,2000,1,5,22,4,2, , , 
3,2,39,2,2,4,5,98,1,2013,1, ,1000, ,5,97,4,1, , , 
1,2,53,1,2,5,10,5,2,2013,1, ,2400,1, ,10,4,1, , , 
2,1,38,17,2,4,5,3,1,2021,4,1,1600,1,5,17,5, ,2,19,5
2,2,42,7,1,1,2,2,1,2016,3, ,1700,1, ,26,4,1, , , 
4,2,29,1,1,1,99,99, , , , , , , , ,3, , , , 
4,2,47,6,2,5,7,98,1,2013,1, ,3300,1, ,1,1, , , , 
4,2,54,8,2,6,7,3,2,2019,5, , , , ,29,5, ,1,2,5
3,1,67,8,2,7,3,3,1,2013,1, ,2800,1, ,17,1, , , , 
4,1,55,8,2,5,5,5,1,2020,3, ,2200,3,7,20,4,2, , , 
2,1,42,4,2,5,4,4,2,2022,3, ,3000,1, ,22,1, , , , 
4,2,42,7,2,5,4,98, , , , , , , ,9,3, , , , 
3,2,34,4,1,6,6,98,1,2016,3, ,2000,2, ,13,3, , , , 
4,1,48,1,2,3,7,4,1,2016,1, ,3300,1, ,30,1, , , , 
2,1,31,1,1,1,7,7,2,2021,1, ,1600, , ,6,3, , , , 
4,2,31,6,1,6,4,2,2,2017,1, ,2000, , ,97,1, , , , 
1,1,62,8,97,1,3,3, , , , , , , ,17,1, , , , 
4,2,35,5,2,2,3,1,1,2018,1, ,2000, , ,7,5, ,14, , 
3,1,68,6,2,7,6,4,1,2021,1, ,2000, , ,22,4,1, , , 
3,2,52,2,2,6,10,5,1,2015,1, ,3300,3, ,6,1, , , , 
1,1,66,16,2,7,6,3,1,2013,3, ,2000,2, ,29,4,2, , , 
3,2,33,8,1,1,99,99, , , , , , , ,24,1, , , , 
4,1,34,8,1,1,6,6,1,2016,3, ,3000,3, ,5,3, , , , 
2,1,70,14,2,7,6,5,1,2015,1, ,1000, , ,9,1, , , , 
3,1,63,6,2,6,5,5,1,2021,1, ,3300,1, ,22,1, , , , 
2,2,45,14,1,1,4,4, , , , , , , ,13,1, , , , 
1,2,26,11,1,1,3,3,2,2023,1, ,2000, , ,13,1, , , , 
2,2,55,8,2,6,3,3,1,2013,1, ,1000, ,5,5,1, , , , 
2,2,61,2,2,6,7,5,1,2016,3, ,1600,2, ,5,1, , , , 
4,1,46,7,1,7,7,3,2,2019,1, ,3000,1, ,13,1, , , , 
4,1,50,2,1,1,9,9,1,2020,1, ,1500,1, ,22,5, ,9,1,2
2,1,42,13,1,1,4,4, , , , , , , ,11,1, , , , 
3,1,46,10,2,3,6,5,1,2016,3, ,2000,1, ,13,4,2, , , 
1,1,48,12,2,5,3,3,1,2014,3, ,2200,1,7,29,5, ,11, , 
1,2,36,1,1,1,99,99, , , , , , , ,97,1, , , , 
3,1,53,1,2,6,9,5,2,2019,1, ,2000, , ,25,4,2, , , 
2,1,36,12,1,1,6,6,1,2023,1, ,2000,3, , ,1, , , , 
4,1,34,1,1,1,1,1,2,2017,1, ,1600, , ,1,4,1, , , 
3,2,31,3,2,4,5,2,1,2016,4,1,2000, , ,17,4,1, , , 
2,2,27,1,1,1,4,4,2,2023,1, ,1000, ,5,20,1, , , , 
1,2,42,2,97,5,2,2, , , , , , , ,7,1, , , , 
4,2,48,5,2,6,11,3,1,2020,1, ,1600,1, ,2,4,2, , , 
2,1,51,8,2,3,3,2,1,2017,1, ,3000,1, , ,5, ,11,19,7
2,2,42,2,2,2,5,98,1,2016,1, ,1500, , ,13,1, , , , 
3,2,25,11,1,6,99,3,2,2013,1, ,1000, ,5,13,4,2, , , 
4,2,41,4,1,1,5,5,2,2014,3, ,2000,1, , ,3, , , , 
4,1,44,1,2,5,8,8,1,2015,3, ,2200,1,9,9,4,1, , , 
2,1,70,15,2,7,9,6,1,2013,1, ,3800,1, ,5,1, , , , 
4,2,36,1,2,3,6,3,1,2022,1, ,2000, , , ,1, , , , 
3,1,65,1,2,6,11,2,1,2015,3, ,2000,3, ,23,1, , , , 
3,1,51,5,1,7,5,2,1,2014,1, ,2000, , ,24,4,1, , , 
4,2,52,4,2,6,6,2,1,2019,3, ,2500,1,5,10,4,1, , , 
2,2,64,7,97,1,3,3,2,2013,1, ,1000, ,5,22,1, , , , 
2,1,65,2,2,6,6,4,1,2014,3, ,2000,1, ,30,1, , , , 
3,1,62,8,2,6,9,3,1,2019,3, ,2200,3, ,8,3, , , , 
2,1,70,8,2,6,10,3,1,2013,1, ,2400,1, ,2,1, , , , 
2,2,52,1,2,6,12,2,1,2015,1, ,2400, , ,7,1, , , , 
1,2,31,8,1,1,3,3, , , , , , , ,20,5, ,4,8,2
2,1,52,8,1,1,99,99,2,2022,1, ,3000,1, ,7,1, , , , 
1,1,42,8,2,5,8,4,2,2013,1, ,1600, , ,13,1, , , , 
2,2,51,1,1,1,3,3,2,2015,1, ,1000, ,5,20,4,2, , , 
4,2,55,14,2,6,5,2,2,2019,1, ,1600, , ,22,2, , , , 
1,2,42,8,2,4,1,1,1,2015,3, ,2000,1,7,30,4,1, , , 
2,1,35,11,2,3,5,2,2,2021,1, ,1000, ,5,30,4,1, , , 
3,1,37,8,97,4,2,2,1,2021,1, ,3300,1, ,25,1, , , , 
2,1,59,2,2,5,7,3,2,2021,1, ,2400,2, ,2,4,2, , , 
3,1,47,15,2,5,4,1,1,2018,1, ,1500,1, ,13,4,2, , , 
3,1,62,1,2,6,9,6,1,2013,3, ,2200,2,7,7,1, , , , 
4,1,48,4,2,5,5,2,1,2015,3, ,2200,1,7, ,1, , , , 
2,1,43,1,2,5,6,4,1,2013,3, ,2200,1,11,9,4,2, , , 
4,1,70,14,2,7,4,3,1,2018,1, ,1400, , ,29,1, , , , 
1,1,67,9,2,7,13,13,1,2022,1, ,2500,3, ,23,1, , , , 
3,2,25,8,1,6,7,2,1,2015,1, ,2000, , ,25,1, , , , 
4,2,29,4,1,6,2,1, , , , , , , ,13,1, , , , 
3,1,68,1,2,7,5,5,1,2013,2, ,2000, , ,1,4,2, , , 
3,2,59,4,97,6,7,7,2,2017,1, ,1600, , ,14,2, , , , 
3,2,51,8,2,5,99,5,1,2019,3, ,2000,3, , ,3, , , , 
4,1,41,2,2,4,8,6,2,2015,3, ,1500,1, ,25,3, , , , 
1,1,34,1,2,2,5,3,2,2019,3, ,2200,1,5,25,1, , , , 
2,2,35,15,2,4,5,5, , , , , , , ,9,3, , , , 
3,2,52,6,2,6,99,99,1,2018,2, ,2000,1,7,10,3, , , , 
2,1,47,1,2,5,5,5,2,2016,3, ,2000,1, ,7,3, , , , 
4,1,57,1,2,5,8,5,1,2019,1, ,3300,3, ,7,1, , , , 
2,2,39,15,1,6,2,2, , , , , , , ,17,1, , , , 
3,1,63,8,2,6,8,6,1,2018,3, ,1700,1, ,30,4,2, , , 
2,1,50,5,2,6,11,6,1,2019,4,1,2400,1, ,26,1, , , , 
4,2,29,11,2,2,3,98, , , , , , , , ,1, , , , 
2,2,58,8,2,6,10,7,1,2018,4,1,2000, , ,22,1, , , , 
2,1,50,11,1,1,3,3,1,2013,1, ,2000, , ,8,1, , , , 
2,2,29,8,1,6,99,3,1,2017,1, ,2200,2, , ,4,2, , , 
1,2,30,5,2,4,3,98,1,2018,1, ,1600, , ,9,1, , , , 
1,1,45,4,1,1,7,7,1,2014,1, ,2400,1, ,13,1, , , , 
4,2,58,8,2,6,11,10,1,2020,1, ,2000,1, , ,1, , , , 
2,2,65,9,2,6,8,3,1,2013,1, ,1000, ,5,17,1, , , , 
4,2,53,1,2,6,9,2,2,2022,4,1,2000, , ,24,1, , , , 
4,1,55,8,2,5,3,3,1,2013,3, ,2000,1, ,13,4,2, , , 
2,1,36,15,2,2,10,10,1,2014,1, ,2000, , ,7,4,1, , , 
4,1,26,2,1,6,99,99, , , , , , , ,7,4,2, , , 
4,2,53,8,2,3,5,98,1,2022,1, ,1000, ,5,30,1, , , , 
2,2,28,2,1,6,13,4,2,2014,1, ,3000,1, ,29,5, ,11,3,1
2,1,64,8,2,6,6,5,1,2014,2, ,2000, , ,20,2, , , , 
2,1,50,3,2,5,5,3,2,2022,1, ,2000,1, ,13,1, , , , 
2,1,38,11,1,1,4,4,1,2013,1, ,1600, , ,18,5, ,2,4,3
3,1,43,10,2,7,5,5,1,2014,4,1,2000, , ,2,4,1, , , 
3,2,55,1,2,5,10,98,1,2015,1, ,2300,1, ,13,1, , , , 
1,1,54,17,2,6,7,7,1,2013,3, ,2000,1,7,2,5, ,3,19,4
4,1,49,2,2,5,7,5,1,2013,1, ,2900,1, ,14,4,2, , , 
4,2,34,3,1,6,8,2,1,2022,4,1,2400,1, ,17,4,1, , , 
3,2,62,8,2,7,8,4,1,2019,4,1,2400,1, ,9,4,1, , , 
2,1,45,15,2,5,4,4,2,2013,1, ,1600, , ,3,1, , , , 
3,1,36,15,2,2,6,3,2,2019,4,1,2000, , ,20,5, ,1,2,18
3,2,43,15,2,5,4,98,1,2013,1, ,1600, , ,30,1, , , , 
4,2,52,9,2,6,7,3,2,2019,2, ,1000, ,5,25,4,1, , , 
2,1,40,8,2,2,11,8,1,2023,1, ,3500,1, ,7,4,1, , , 
4,1,45,1,2,5,5,5,1,2013,1, ,1600, , ,29,5, ,15,4,2
2,1,67,8,2,6,6,6,1,2021,3, ,2200,1,9,30,3, , , , 
2,1,44,14,2,5,4,4,2,2013,3, ,2000,1, ,21,5, ,1,7, 
4,1,67,15,2,6,6,5,1,2016,1, ,2200,1, ,22,2, , , , 
4,1,54,8,2,6,12,7,2,2019,1, ,3300,3, ,13,1, , , , 
2,2,56,8,2,6,5,98,1,2013,3, ,2200,1,7, ,4,2, , , 
3,2,52,6,2,5,5,3,1,2013,1, ,2000, , , ,5, ,7,1,3
2,1,46,12,2,5,9,4,1,2014,3, ,2200,1,9,16,1, , , , 
4,1,44,8,2,5,5,5,1,2019,4,1,2000,1, ,26,5, ,1,2,3
4,1,43,8,2,5,8,4,1,2013,3, ,2000,1, ,21,4,1, , , 
1,1,56,5,2,5,4,3,1,2013,1, ,2000, , ,24,4,2, , , 
1,1,35,1,2,2,12,10,2,2022,1, ,3800,1, ,21,1, , , , 
4,2,55,2,2,6,4,2,1,2014,1, ,1600, , ,24,4,2, , , 
3,1,48,8,2,5,8,8,1,2016,1, ,3300,3, ,7,1, , , , 
3,1,55,8,2,6,1,99,1,2017,1, ,2200,1, ,25,1, , , , 
1,2,41,15,2,5,6,2,2,2018,1, ,2400,1, ,9,4,1, , , 
1,1,58,1,2,6,5,3,1,2013,1, ,1500, , ,22,4,1, , , 
2,1,40,8,1,1,5,5,1,2017,1, ,1500, , , ,1, , , , 
3,1,43,14,2,5,10,8,1,2019,3, ,2000,1,7, ,4,2, , , 
4,2,29,15,1,6,7,2,1,2013,1, ,1000, ,5, ,4,1, , , 
4,2,42,14,1,1,5,5,1,2019,1, ,1600, , ,24,4,2, , , 
4,1,53,8,2,5,7,5,1,2013,1, ,2000, , ,30,1, , , , 
4,1,52,2,1,1,2,2,1,2014,1, ,1600, , ,10,1, , , , 
4,1,61,8,2,7,3,3,1,2014,3, ,2000,2, ,5,3, , , , 
4,1,66,6,2,7,4,3,1,2013,1, ,2400,1, ,7,1, , , , 
2,2,58,11,2,6,11,5,1,2014,1, ,2000,1, ,25,4,2, , , 
3,2,55,4,2,6,10,4,1,2013,1, ,1500, , ,22,1, , , , 
4,2,45,11,2,5,11,2,1,2013,1, ,2000,2, ,13,4,2, , , 
2,2,41,8,2,4,1,1,1,2019,1, ,3000,1, ,18,2, , , , 
4,2,51,6,2,6,2,2,2,2014,1, ,1000, ,5,16,1, , , , 
4,1,56,13,2,6,9,9,1,2015,1, ,2000,1, ,9,4,1, , , 
3,2,56,1,2,6,12,1,1,2016,1, ,3000,1, ,7,4,1, , , 
3,1,59,1,97,7,5,4,2,2016,1, ,3000,1, ,2,4,1, , , 
3,2,41,6,2,5,7,3,1,2021,1, ,2000,3, ,14,1, , , , 
1,1,38,1,2,4,6,6,1,2020,1, ,1600, , ,30,4,1, , , 
1,1,46,1,2,5,8,8,1,2013,3, ,2000,1,7,30,5, ,5,3, 
4,1,49,8,2,5,11,11,1,2022,1, ,3800,3,7,20,4,2, , , 
3,2,56,8,1,1,4,4,1,2021,3, ,3000,2,5, ,3, , , , 
1,2,57,1,2,6,4,98,2,2013,1, ,2000, , ,25,1, , , , 
1,2,52,8,2,6,5,2,1,2013,3, ,2000,1,7,11,1, , , , 
1,1,44,1,2,5,13,11,1,2015,3, ,3000,3, ,13,5, ,3,9,15
2,2,44,4,1,6,3,2,2,2018,1, ,1600, , ,17,1, , , , 
2,2,30,7,1,6,5,2,1,2013,3, ,2000,1, ,13,4,2, , , 
2,2,68,8,2,7,4,3,1,2013,2, ,2000,1,7,9,1, , , , 
4,2,46,6,2,5,9,98,1,2014,1, ,1400, , ,25,1, , , , 
2,1,45,8,2,5,6,6,1,2013,1, ,1600, , ,25,1, , , , 
3,2,41,8,2,5,7,3,2,2019,1, ,2000,1, , ,4,1, , , 
3,1,64,7,97,1,2,2,1,2013,1, ,1600, , ,1,1, , , , 
2,1,41,6,2,4,7,7,2,2020,3, ,2200,1,7,9,1, , , , 
1,2,63,8,97,6,10,2,1,2013,1, ,1600, , ,29,1, , , , 
4,1,41,14,2,4,9,5,2,2014,1, ,2000, , ,8,5, ,8,2,3
2,2,48,4,2,5,5,99,1,2022,4,1,1600,1, ,13,1, , , , 
2,1,36,8,2,4,4,4,1,2015,3, ,2000,1, ,9,3, , , , 
4,1,53,11,2,5,8,5,1,2015,3, ,2000,1, ,13,5, ,3,9,5
1,1,55,4,97,1,4,4, , , , , , , , ,4,2, , , 
2,2,34,11,1,1,3,3,2,2020,1, ,1600, , ,7,1, , , , 
3,2,36,8,2,2,4,2,2,2018,1, ,2400,1, ,25,1, , , , 
3,1,60,8,2,6,9,9,1,2017,3, ,2200,3, ,22,3, , , , 
4,2,51,12,2,6,6,3,2,2014,4,1,2000, , ,11,2, , , , 
2,1,44,3,2,5,7,3,1,2013,3, ,2000,1, ,8,4,1, , , 
1,2,30,3,1,1,3,3,1,2022,1, ,1000, ,5,6,1, , , , 
2,1,69,5,2,6,3,2, , , , , , , , ,4,2, , , 
3,1,31,3,1,1,4,4,2,2018,1, ,2000, , ,26,4,1, , , 
4,1,46,1,2,5,11,5,1,2017,1, ,2000,1, ,13,1, , , , 
1,2,51,8,2,5,8,1,1,2017,3, ,2200,2,7, ,1, , , , 
2,1,58,4,97,6,7,2,1,2019,2, ,2000, , ,11,2, , , , 
2,1,57,1,2,6,11,5,1,2022,1, ,2000,1, ,1,1, , , , 
2,1,58,1,2,6,10,7,1,2020,3, ,2500,1,6,24,1, , , , 
2,1,57,12,2,6,11,8,1,2013,1, ,3200,1, ,25,1, , , , 
2,2,47,4,2,5,6,1,1,2017,1, ,1000, , , ,4,2, , , 
4,1,57,16,2,6,11,4,1,2023,5, , , , ,1,5, ,1,4,3
2,1,40,8,2,4,5,3,2,2013,1, ,2000, , ,30,4,1, , , 
4,1,49,4,2,5,5,3,1,2018,1, ,1000, , ,22,1, , , , 
3,2,54,8,2,5,11,1,1,2015,3, ,2200,1, ,22,1, , , , 
2,1,30,8,2,4,4,2,1,2021,1, ,3500,3, ,19,3, , , , 
1,1,56,10,2,6,8,5,1,2013,1, ,2400,1, ,7,1, , , , 
4,1,52,8,2,5,5,3,1,2013,3, ,2000,1, ,11,3, , , , 
4,2,30,1,1,6,11,3,1,2020,1, ,2200,1, , ,5, ,8,10,19
4,1,28,12,1,1,13,13,1,2015,3, ,1500,1, ,22,1, , , , 
4,1,31,1,1,1,2,2, , , , , , , ,7,5, ,4,10,19
4,2,53,8,2,6,5,98,2,2013,1, ,2000,3, , ,4,2, , , 
3,2,28,1,1,6,99,3, , , , , , , ,19,3, , , , 
3,2,44,9,2,5,5,98,1,2020,1, ,1600,1, , ,1, , , , 
1,1,58,2,2,6,8,7,1,2022,1, ,2200,1, ,26,1, , , , 
4,2,62,4,2,7,7,2,1,2013,1, ,3000,1, ,22,4,1, , , 
2,2,28,6,1,1,2,2,1,2019,1, ,1600,1, , ,4,1, , , 
4,1,39,8,2,4,4,4,1,2015,3, ,2000,1,5,24,4,2, , , 
4,2,32,7,2,4,3,3,2,2021,1, ,3500,1, ,27,5, ,1,2,14
3,2,58,11,2,7,5,1,1,2013,3, ,1600, , , ,1, , , , 
3,1,66,8,2,7,9,6,1,2016,3, ,3000,3, ,7,3, , , , 
4,1,47,16,2,5,7,7,1,2013,3, ,2000,1,5,10,1, , , , 
3,1,59,1,2,6,10,5,1,2018,1, ,2000, , ,13,1, , , , 
4,1,56,2,2,6,8,5,2,2019,1, ,3000,1, ,13,1, , , , 
1,1,47,8,2,5,10,6,1,2018,1, ,3000,3, ,25,1, , , , 
4,2,66,3,2,6,9,4,1,2013,1, ,2000, , , ,1, , , , 
4,2,58,1,2,6,11,4, , , , , , , ,30,1, , , , 
2,1,55,1,2,6,3,3,1,2018,1, ,3000,1, ,21,1, , , , 
2,1,29,11,1,7,99,1,2,2015,1, ,1000, ,5,19,1, , , , 
4,2,55,15,2,6,5,2,2,2019,1, ,1600, , ,9,1, , , , 
2,2,70,7,2,7,6,98,1,2013,1, ,1600, , ,7,1, , , , 
3,1,44,3,2,5,99,99,1,2020,3, ,2200,1,5,13,4,1, , , 
2,1,60,1,2,6,11,7,1,2013,1, ,2000,1, ,25,1, , , , 
4,1,57,6,2,6,5,3,1,2023,4,1,1600,1,5,20,4,1, , , 
2,1,42,8,2,4,5,4,1,2015,1, ,1600, , ,17,4,1, , , 
4,1,44,8,2,5,5,5,1,2020,3, ,2200,3,7,7,1, , , , 
2,1,44,8,2,5,4,3,1,2016,2, ,1600, , ,10,1, , , , 
1,1,61,2,2,7,4,4,1,2019,4,1,2000, , ,7,1, , , , 
2,1,74,9,2,7,2,2,1,2021,4,1,2400,1, , ,4,2, , , 
1,2,40,4,2,2,5,2,1,2020,1, ,1600,1, ,29,4,2, , , 
4,2,42,8,1,1,2,2,2,2016,2, ,2000,1,7,13,2, , , , 
4,1,45,8,2,5,11,10,1,2021,1, ,1000,1, ,12,1, , , , 
1,1,41,17,2,5,11,6,1,2019,2, ,2000,1, ,17,1, , , , 
4,2,60,8,2,6,9,3,1,2017,3, ,2000,2,5,7,4,2, , , 
2,1,58,2,2,6,7,7, , , , , , , ,25,4,2, , , 
4,2,41,12,2,4,2,2,1,2019,1, ,3300,1,9,7,1, , , , 
1,2,55,15,2,5,5,1,2,2023,2, ,2000, , ,25,2, , , , 
3,2,30,14,1,1,3,3,1,2020,1, ,1500, , , ,1, , , , 
3,1,32,8,2,2,10,5,1,2020,1, ,2000, , ,25,1, , , , 
4,1,33,2,1,1,6,6,2,2018,1, ,1600, , ,29,1, , , , 
1,2,61,1,2,7,8,1,1,2013,1, ,1000, ,5,4,5, ,3, , 
1,2,41,8,2,5,10,2,1,2019,1, ,1600,3, ,22,1, , , , 
3,1,55,8,2,3,4,3,1,2018,1, ,2000,1,5,8,4,1, , , 
4,2,42,5,2,5,5,2,1,2021,1, ,2200,1,7,29,5, ,5,1,2
4,1,49,8,2,5,8,6,1,2015,1, ,3500,3, ,23,4,1, , , 
2,2,27,8,1,6,6,2,2,2020,3, ,1400, , ,16,1, , , , 
3,1,56,3,2,6,5,3,1,2013,1, ,2400,1, ,17,5, ,5,1,7
4,2,43,8,1,1,7,7,1,2019,1, ,1000, ,5,13,4,1, , , 
1,2,34,6,1,6,5,3,1,2016,1, ,1000, , , ,1, , , , 
3,2,41,14,2,5,4,98,2,2019,3, ,2200,2,7,1,2, , , , 
4,1,61,8,2,6,5,3,2,2018,1, ,1600, , ,26,1, , , , 
3,1,56,1,2,5,6,6,2,2013,1, ,1600, , ,22,1, , , , 
2,2,36,2,1,6,5,2, , , , , , , ,7,2, , , , 
3,2,64,3,2,6,10,6,1,2023,3, ,2700,1, ,20,4,2, , , 
4,2,35,1,1,1,3,3, , , , , , , , ,4,1, , , 
1,1,30,1,1,1,4,4,1,2022,1, ,5001,1, , ,5, ,11, , 
2,1,53,15,2,5,5,5,2,2019,1, ,2400,1, ,25,2, , , , 
3,1,61,4,2,6,5,5,2,2013,3, ,2000,1, ,13,1, , , , 
1,2,43,6,2,4,10,3,1,2018,1, ,3300,3, ,24,3, , , , 
2,2,53,9,2,7,6,3,1,2015,3, ,2000,2,7,26,1, , , , 
2,1,61,1,2,6,5,3,2,2013,2, ,2000, , ,21,4,1, , , 
3,2,48,3,1,1,2,2,1,2019,1, ,1600, , , ,1, , , , 
2,1,65,5,2,6,9,5,1,2021,3, ,2200,1,5,7,4,2, , , 
2,2,51,8,2,5,9,4,1,2019,1, ,2400,1, ,29,1, , , , 
1,2,55,5,97,1,3,3,2,2018,1, ,2000, , ,23,2, , , , 
1,2,69,1,2,7,10,4,1,2017,1, ,3300,3, , ,1, , , , 
3,2,41,4,2,2,9,4,1,2017,1, ,1600, , ,29,4,2, , , 
3,1,36,8,2,4,5,5,1,2018,1, ,1600, , ,9,1, , , , 
1,2,56,1,2,6,10,4,1,2013,3, ,2000,1,5, ,4,1, , , 
3,1,40,10,2,5,7,7,1,2017,3, ,2200,1,9,13,1, , , , 
1,2,58,8,2,7,8,4,2,2013,1, ,3000,1, ,25,1, , , , 
1,1,62,8,2,6,6,99, , , , , , , ,22,1, , , , 
2,2,52,13,2,6,7,3,1,2022,1, ,1600,1, ,30,2, , , , 
1,1,52,8,2,5,8,8,2,2013,2, ,2000, , ,18,4,1, , , 
2,2,59,11,2,6,8,3,1,2014,1, ,2400,1, ,5,1, , , , 
4,2,52,2,1,7,6,4,1,2016,3, ,2000,2,5,7,1, , , , 
2,1,46,8,2,5,7,6,1,2013,3, ,3000,2,7,25,4,1, , , 
3,1,45,7,2,3,8,3,2,2021,3, ,2200,3, ,10,3, , , , 
4,2,25,1,1,6,4,1, , , , , , , , ,3, , , , 
2,2,48,15,97,1,5,5,1,2023,5, , , , ,19,5, ,4,10,2
